CountryName,VaccineName,Yr,Doses
Afghanistan,BCG,2019,78
Afghanistan,BCG,2018,78
Afghanistan,BCG,2017,78
Afghanistan,BCG,2016,78
Afghanistan,BCG,2015,76
Afghanistan,BCG,2014,74
Afghanistan,BCG,2013,72
Afghanistan,BCG,2012,78
Afghanistan,BCG,2011,71
Afghanistan,BCG,2010,68
Afghanistan,BCG,2009,64
Afghanistan,BCG,2008,66
Afghanistan,BCG,2007,60
Afghanistan,BCG,2006,60
Afghanistan,BCG,2005,57
Afghanistan,BCG,2004,51
Afghanistan,BCG,2003,44
Afghanistan,BCG,2002,46
Afghanistan,BCG,2001,43
Afghanistan,BCG,2000,30
Afghanistan,BCG,1999,38
Afghanistan,BCG,1998,35
Afghanistan,BCG,1997,43
Afghanistan,BCG,1996,47
Afghanistan,BCG,1995,31
Afghanistan,BCG,1994,15
Afghanistan,BCG,1993,17
Afghanistan,BCG,1992,19
Afghanistan,BCG,1991,21
Afghanistan,BCG,1990,30
Afghanistan,BCG,1989,38
Afghanistan,BCG,1988,40
Afghanistan,BCG,1987,27
Afghanistan,BCG,1986,18
Afghanistan,BCG,1985,17
Afghanistan,BCG,1984,11
Afghanistan,BCG,1983,10
Afghanistan,BCG,1982,10
Afghanistan,MCV1,2019,64
Afghanistan,MCV1,2018,64
Afghanistan,MCV1,2017,64
Afghanistan,MCV1,2016,64
Afghanistan,MCV1,2015,63
Afghanistan,MCV1,2014,60
Afghanistan,MCV1,2013,57
Afghanistan,MCV1,2012,59
Afghanistan,MCV1,2011,64
Afghanistan,MCV1,2010,62
Afghanistan,MCV1,2009,60
Afghanistan,MCV1,2008,59
Afghanistan,MCV1,2007,55
Afghanistan,MCV1,2006,53
Afghanistan,MCV1,2005,50
Afghanistan,MCV1,2004,48
Afghanistan,MCV1,2003,39
Afghanistan,MCV1,2002,35
Afghanistan,MCV1,2001,37
Afghanistan,MCV1,2000,27
Afghanistan,MCV1,1999,31
Afghanistan,MCV1,1998,31
Afghanistan,MCV1,1997,38
Afghanistan,MCV1,1996,42
Afghanistan,MCV1,1995,41
Afghanistan,MCV1,1994,40
Afghanistan,MCV1,1993,25
Afghanistan,MCV1,1992,22
Afghanistan,MCV1,1991,19
Afghanistan,MCV1,1990,20
Afghanistan,MCV1,1989,22
Afghanistan,MCV1,1988,34
Afghanistan,MCV1,1987,31
Afghanistan,MCV1,1986,14
Afghanistan,MCV1,1985,14
Afghanistan,MCV1,1984,14
Afghanistan,MCV1,1983,9
Afghanistan,MCV1,1982,8
Afghanistan,MCV1,1980,11
Afghanistan,Pol3,2019,73
Afghanistan,Pol3,2018,73
Afghanistan,Pol3,2017,73
Afghanistan,Pol3,2016,73
Afghanistan,Pol3,2015,69
Afghanistan,Pol3,2014,62
Afghanistan,Pol3,2013,64
Afghanistan,Pol3,2012,67
Afghanistan,Pol3,2011,68
Afghanistan,Pol3,2010,66
Afghanistan,Pol3,2009,63
Afghanistan,Pol3,2008,64
Afghanistan,Pol3,2007,63
Afghanistan,Pol3,2006,58
Afghanistan,Pol3,2005,58
Afghanistan,Pol3,2004,50
Afghanistan,Pol3,2003,41
Afghanistan,Pol3,2002,36
Afghanistan,Pol3,2001,35
Afghanistan,Pol3,2000,24
Afghanistan,Pol3,1999,27
Afghanistan,Pol3,1998,28
Afghanistan,Pol3,1997,28
Afghanistan,Pol3,1996,31
Afghanistan,Pol3,1995,20
Afghanistan,Pol3,1994,8
Afghanistan,Pol3,1993,18
Afghanistan,Pol3,1992,21
Afghanistan,Pol3,1991,23
Afghanistan,Pol3,1990,25
Afghanistan,Pol3,1989,33
Afghanistan,Pol3,1988,35
Afghanistan,Pol3,1987,25
Afghanistan,Pol3,1986,11
Afghanistan,Pol3,1985,15
Afghanistan,Pol3,1984,16
Afghanistan,Pol3,1983,5
Afghanistan,Pol3,1982,5
Afghanistan,Pol3,1981,3
Afghanistan,DTP3,2019,66
Afghanistan,DTP3,2018,66
Afghanistan,DTP3,2017,66
Afghanistan,DTP3,2016,66
Afghanistan,DTP3,2015,65
Afghanistan,DTP3,2014,62
Afghanistan,DTP3,2013,64
Afghanistan,DTP3,2012,67
Afghanistan,DTP3,2011,68
Afghanistan,DTP3,2010,66
Afghanistan,DTP3,2009,63
Afghanistan,DTP3,2008,64
Afghanistan,DTP3,2007,63
Afghanistan,DTP3,2006,58
Afghanistan,DTP3,2005,58
Afghanistan,DTP3,2004,50
Afghanistan,DTP3,2003,41
Afghanistan,DTP3,2002,36
Afghanistan,DTP3,2001,33
Afghanistan,DTP3,2000,24
Afghanistan,DTP3,1999,27
Afghanistan,DTP3,1998,27
Afghanistan,DTP3,1997,28
Afghanistan,DTP3,1996,31
Afghanistan,DTP3,1995,20
Afghanistan,DTP3,1994,12
Afghanistan,DTP3,1993,18
Afghanistan,DTP3,1992,21
Afghanistan,DTP3,1991,23
Afghanistan,DTP3,1990,25
Afghanistan,DTP3,1989,33
Afghanistan,DTP3,1988,35
Afghanistan,DTP3,1987,25
Afghanistan,DTP3,1986,11
Afghanistan,DTP3,1985,15
Afghanistan,DTP3,1984,16
Afghanistan,DTP3,1983,5
Afghanistan,DTP3,1982,5
Afghanistan,DTP3,1981,3
Afghanistan,DTP3,1980,4
Afghanistan,MCV2,2019,39
Afghanistan,MCV2,2018,39
Afghanistan,MCV2,2017,39
Afghanistan,MCV2,2016,39
Afghanistan,MCV2,2015,39
Afghanistan,MCV2,2014,39
Afghanistan,MCV2,2013,35
Afghanistan,MCV2,2012,33
Afghanistan,MCV2,2011,31
Afghanistan,MCV2,2010,29
Afghanistan,MCV2,2009,24
Afghanistan,MCV2,2008,23
Afghanistan,MCV2,2007,4
Afghanistan,MCV2,2006,18
Afghanistan,MCV2,2005,9
Afghanistan,MCV2,2004,2
Afghanistan,RotaC,2019,55
Afghanistan,RotaC,2018,45
Afghanistan,Hib3,2019,66
Afghanistan,Hib3,2018,66
Afghanistan,Hib3,2017,66
Afghanistan,Hib3,2016,66
Afghanistan,Hib3,2015,65
Afghanistan,Hib3,2014,62
Afghanistan,Hib3,2013,64
Afghanistan,Hib3,2012,67
Afghanistan,Hib3,2011,68
Afghanistan,Hib3,2010,66
Afghanistan,Hib3,2009,63
Afghanistan,PAB,2019,68
Afghanistan,PAB,2018,68
Afghanistan,PAB,2017,70
Afghanistan,PAB,2016,70
Afghanistan,PAB,2015,70
Afghanistan,PAB,2014,70
Afghanistan,PAB,2013,65
Afghanistan,PAB,2012,60
Afghanistan,PAB,2011,60
Afghanistan,PAB,2010,79
Afghanistan,PAB,2009,89
Afghanistan,PAB,2008,83
Afghanistan,PAB,2007,84
Afghanistan,PAB,2006,95
Afghanistan,PAB,2005,96
Afghanistan,PAB,2004,95
Afghanistan,PAB,2003,62
Afghanistan,PAB,2002,52
Afghanistan,PAB,2001,47
Afghanistan,PAB,2000,32
Afghanistan,PAB,1999,28
Afghanistan,PAB,1998,21
Afghanistan,PAB,1997,19
Afghanistan,PAB,1996,17
Afghanistan,PAB,1995,13
Afghanistan,PAB,1994,10
Afghanistan,PAB,1993,13
Afghanistan,PAB,1992,11
Afghanistan,PAB,1991,13
Afghanistan,PAB,1990,13
Afghanistan,PAB,1989,26
Afghanistan,PAB,1988,16
Afghanistan,PAB,1987,13
Afghanistan,PAB,1986,18
Afghanistan,PAB,1985,13
Afghanistan,PAB,1984,5
Afghanistan,PAB,1983,4
Afghanistan,PAB,1982,2
Afghanistan,PAB,1981,3
Afghanistan,PAB,1980,1
Afghanistan,HepB3,2019,66
Afghanistan,HepB3,2018,66
Afghanistan,HepB3,2017,66
Afghanistan,HepB3,2016,66
Afghanistan,HepB3,2015,65
Afghanistan,HepB3,2014,62
Afghanistan,HepB3,2013,64
Afghanistan,HepB3,2012,67
Afghanistan,HepB3,2011,68
Afghanistan,HepB3,2010,66
Afghanistan,HepB3,2009,63
Afghanistan,HepB3,2008,64
Afghanistan,HepB3,2007,63
Afghanistan,PCV3,2019,65
Afghanistan,PCV3,2018,65
Afghanistan,PCV3,2017,65
Afghanistan,PCV3,2016,65
Afghanistan,PCV3,2015,65
Afghanistan,PCV3,2014,40
Albania,BCG,2019,99
Albania,BCG,2018,99
Albania,BCG,2017,99
Albania,BCG,2016,99
Albania,BCG,2015,99
Albania,BCG,2014,99
Albania,BCG,2013,99
Albania,BCG,2012,96
Albania,BCG,2011,97
Albania,BCG,2010,99
Albania,BCG,2009,97
Albania,BCG,2008,99
Albania,BCG,2007,98
Albania,BCG,2006,97
Albania,BCG,2005,98
Albania,BCG,2004,97
Albania,BCG,2003,95
Albania,BCG,2002,94
Albania,BCG,2001,93
Albania,BCG,2000,93
Albania,BCG,1999,93
Albania,BCG,1998,87
Albania,BCG,1997,94
Albania,BCG,1996,94
Albania,BCG,1995,97
Albania,BCG,1994,87
Albania,BCG,1993,82
Albania,BCG,1992,81
Albania,BCG,1991,80
Albania,BCG,1990,94
Albania,BCG,1989,94
Albania,BCG,1988,92
Albania,BCG,1987,92
Albania,BCG,1986,92
Albania,BCG,1985,92
Albania,BCG,1984,90
Albania,BCG,1983,90
Albania,BCG,1982,92
Albania,BCG,1981,93
Albania,BCG,1980,93
Albania,MCV1,2019,95
Albania,MCV1,2018,94
Albania,MCV1,2017,96
Albania,MCV1,2016,96
Albania,MCV1,2015,97
Albania,MCV1,2014,98
Albania,MCV1,2013,99
Albania,MCV1,2012,98
Albania,MCV1,2011,99
Albania,MCV1,2010,99
Albania,MCV1,2009,97
Albania,MCV1,2008,98
Albania,MCV1,2007,97
Albania,MCV1,2006,95
Albania,MCV1,2005,97
Albania,MCV1,2004,96
Albania,MCV1,2003,93
Albania,MCV1,2002,96
Albania,MCV1,2001,95
Albania,MCV1,2000,95
Albania,MCV1,1999,85
Albania,MCV1,1998,89
Albania,MCV1,1997,95
Albania,MCV1,1996,92
Albania,MCV1,1995,91
Albania,MCV1,1994,90
Albania,MCV1,1993,76
Albania,MCV1,1992,87
Albania,MCV1,1991,80
Albania,MCV1,1990,88
Albania,MCV1,1989,96
Albania,MCV1,1988,96
Albania,MCV1,1987,96
Albania,MCV1,1986,96
Albania,MCV1,1985,96
Albania,MCV1,1984,96
Albania,MCV1,1983,96
Albania,MCV1,1982,93
Albania,MCV1,1981,90
Albania,MCV1,1980,90
Albania,Pol3,2019,99
Albania,Pol3,2018,99
Albania,Pol3,2017,99
Albania,Pol3,2016,98
Albania,Pol3,2015,99
Albania,Pol3,2014,98
Albania,Pol3,2013,99
Albania,Pol3,2012,99
Albania,Pol3,2011,99
Albania,Pol3,2010,99
Albania,Pol3,2009,98
Albania,Pol3,2008,99
Albania,Pol3,2007,99
Albania,Pol3,2006,97
Albania,Pol3,2005,97
Albania,Pol3,2004,98
Albania,Pol3,2003,97
Albania,Pol3,2002,98
Albania,Pol3,2001,97
Albania,Pol3,2000,97
Albania,Pol3,1999,97
Albania,Pol3,1998,97
Albania,Pol3,1997,99
Albania,Pol3,1996,99
Albania,Pol3,1995,98
Albania,Pol3,1994,98
Albania,Pol3,1993,98
Albania,Pol3,1992,97
Albania,Pol3,1991,82
Albania,Pol3,1990,89
Albania,Pol3,1989,96
Albania,Pol3,1988,96
Albania,Pol3,1987,94
Albania,Pol3,1986,94
Albania,Pol3,1985,94
Albania,Pol3,1984,92
Albania,Pol3,1983,92
Albania,Pol3,1982,92
Albania,Pol3,1981,92
Albania,Pol3,1980,92
Albania,DTP3,2019,99
Albania,DTP3,2018,99
Albania,DTP3,2017,99
Albania,DTP3,2016,98
Albania,DTP3,2015,99
Albania,DTP3,2014,98
Albania,DTP3,2013,99
Albania,DTP3,2012,99
Albania,DTP3,2011,99
Albania,DTP3,2010,99
Albania,DTP3,2009,98
Albania,DTP3,2008,99
Albania,DTP3,2007,98
Albania,DTP3,2006,97
Albania,DTP3,2005,98
Albania,DTP3,2004,97
Albania,DTP3,2003,97
Albania,DTP3,2002,98
Albania,DTP3,2001,97
Albania,DTP3,2000,97
Albania,DTP3,1999,97
Albania,DTP3,1998,96
Albania,DTP3,1997,99
Albania,DTP3,1996,98
Albania,DTP3,1995,97
Albania,DTP3,1994,99
Albania,DTP3,1993,96
Albania,DTP3,1992,94
Albania,DTP3,1991,78
Albania,DTP3,1990,94
Albania,DTP3,1989,94
Albania,DTP3,1988,96
Albania,DTP3,1987,96
Albania,DTP3,1986,96
Albania,DTP3,1985,96
Albania,DTP3,1984,95
Albania,DTP3,1983,95
Albania,DTP3,1982,95
Albania,DTP3,1981,94
Albania,DTP3,1980,94
Albania,MCV2,2019,96
Albania,MCV2,2018,96
Albania,MCV2,2017,98
Albania,MCV2,2016,98
Albania,MCV2,2015,98
Albania,MCV2,2014,98
Albania,MCV2,2013,99
Albania,MCV2,2012,99
Albania,MCV2,2011,99
Albania,MCV2,2010,98
Albania,MCV2,2009,98
Albania,MCV2,2008,98
Albania,MCV2,2007,95
Albania,MCV2,2006,94
Albania,MCV2,2005,97
Albania,MCV2,2004,96
Albania,MCV2,2003,93
Albania,MCV2,2002,93
Albania,MCV2,2001,90
Albania,Hib3,2019,99
Albania,Hib3,2018,99
Albania,Hib3,2017,99
Albania,Hib3,2016,98
Albania,Hib3,2015,99
Albania,Hib3,2014,98
Albania,Hib3,2013,99
Albania,Hib3,2012,99
Albania,Hib3,2011,99
Albania,Hib3,2010,99
Albania,Hib3,2009,98
Albania,PAB,2019,96
Albania,PAB,2018,95
Albania,PAB,2017,95
Albania,PAB,2016,92
Albania,PAB,2015,92
Albania,PAB,2014,92
Albania,PAB,2013,87
Albania,PAB,2012,87
Albania,PAB,2011,87
Albania,PAB,2010,87
Albania,PAB,2009,87
Albania,PAB,2008,87
Albania,PAB,2007,87
Albania,PAB,2006,87
Albania,PAB,2005,86
Albania,PAB,2004,85
Albania,PAB,2003,81
Albania,PAB,2002,80
Albania,PAB,2001,83
Albania,PAB,2000,86
Albania,PAB,1999,80
Albania,PAB,1998,74
Albania,PAB,1997,92
Albania,PAB,1996,91
Albania,PAB,1995,90
Albania,PAB,1994,91
Albania,PAB,1993,89
Albania,PAB,1992,87
Albania,PAB,1991,72
Albania,PAB,1990,30
Albania,HepB3,2019,99
Albania,HepB3,2018,99
Albania,HepB3,2017,99
Albania,HepB3,2016,98
Albania,HepB3,2015,99
Albania,HepB3,2014,98
Albania,HepB3,2013,99
Albania,HepB3,2012,99
Albania,HepB3,2011,99
Albania,HepB3,2010,99
Albania,HepB3,2009,98
Albania,HepB3,2008,99
Albania,HepB3,2007,98
Albania,HepB3,2006,98
Albania,HepB3,2005,98
Albania,HepB3,2004,99
Albania,HepB3,2003,97
Albania,HepB3,2002,96
Albania,HepB3,2001,96
Albania,HepB3,2000,96
Albania,HepB3,1999,96
Albania,HepB3,1998,94
Albania,HepB3,1997,97
Albania,HepB3,1996,96
Albania,HepB3,1995,88
Albania,HepB3,1994,99
Albania,PCV3,2019,96
Albania,PCV3,2018,98
Albania,PCV3,2017,99
Albania,PCV3,2016,98
Albania,PCV3,2015,99
Albania,PCV3,2014,99
Albania,PCV3,2013,99
Albania,PCV3,2012,99
Albania,PCV3,2011,99
Algeria,BCG,2019,99
Algeria,BCG,2018,99
Algeria,BCG,2017,99
Algeria,BCG,2016,99
Algeria,BCG,2015,99
Algeria,BCG,2014,99
Algeria,BCG,2013,99
Algeria,BCG,2012,99
Algeria,BCG,2011,99
Algeria,BCG,2010,99
Algeria,BCG,2009,99
Algeria,BCG,2008,99
Algeria,BCG,2007,99
Algeria,BCG,2006,99
Algeria,BCG,2005,98
Algeria,BCG,2004,98
Algeria,BCG,2003,98
Algeria,BCG,2002,98
Algeria,BCG,2001,97
Algeria,BCG,2000,97
Algeria,BCG,1999,97
Algeria,BCG,1998,95
Algeria,BCG,1997,94
Algeria,BCG,1996,94
Algeria,BCG,1995,93
Algeria,BCG,1994,93
Algeria,BCG,1993,95
Algeria,BCG,1992,97
Algeria,BCG,1991,98
Algeria,BCG,1990,99
Algeria,BCG,1989,96
Algeria,BCG,1988,96
Algeria,BCG,1987,93
Algeria,BCG,1986,88
Algeria,BCG,1985,86
Algeria,MCV1,2019,80
Algeria,MCV1,2018,80
Algeria,MCV1,2017,88
Algeria,MCV1,2016,94
Algeria,MCV1,2015,95
Algeria,MCV1,2014,95
Algeria,MCV1,2013,95
Algeria,MCV1,2012,95
Algeria,MCV1,2011,95
Algeria,MCV1,2010,95
Algeria,MCV1,2009,92
Algeria,MCV1,2008,88
Algeria,MCV1,2007,92
Algeria,MCV1,2006,91
Algeria,MCV1,2005,83
Algeria,MCV1,2004,81
Algeria,MCV1,2003,84
Algeria,MCV1,2002,81
Algeria,MCV1,2001,83
Algeria,MCV1,2000,80
Algeria,MCV1,1999,83
Algeria,MCV1,1998,84
Algeria,MCV1,1997,92
Algeria,MCV1,1996,90
Algeria,MCV1,1995,89
Algeria,MCV1,1994,88
Algeria,MCV1,1993,87
Algeria,MCV1,1992,86
Algeria,MCV1,1991,85
Algeria,MCV1,1990,83
Algeria,MCV1,1989,82
Algeria,MCV1,1988,81
Algeria,MCV1,1987,73
Algeria,MCV1,1986,67
Algeria,MCV1,1985,68
Algeria,Pol3,2019,91
Algeria,Pol3,2018,91
Algeria,Pol3,2017,91
Algeria,Pol3,2016,91
Algeria,Pol3,2015,95
Algeria,Pol3,2014,95
Algeria,Pol3,2013,95
Algeria,Pol3,2012,95
Algeria,Pol3,2011,95
Algeria,Pol3,2010,95
Algeria,Pol3,2009,94
Algeria,Pol3,2008,92
Algeria,Pol3,2007,95
Algeria,Pol3,2006,95
Algeria,Pol3,2005,88
Algeria,Pol3,2004,86
Algeria,Pol3,2003,87
Algeria,Pol3,2002,86
Algeria,Pol3,2001,89
Algeria,Pol3,2000,86
Algeria,Pol3,1999,83
Algeria,Pol3,1998,85
Algeria,Pol3,1997,89
Algeria,Pol3,1996,88
Algeria,Pol3,1995,88
Algeria,Pol3,1994,87
Algeria,Pol3,1993,88
Algeria,Pol3,1992,88
Algeria,Pol3,1991,89
Algeria,Pol3,1990,89
Algeria,Pol3,1989,87
Algeria,Pol3,1988,85
Algeria,Pol3,1987,79
Algeria,Pol3,1986,72
Algeria,Pol3,1985,69
Algeria,Pol3,1984,30
Algeria,Pol3,1983,30
Algeria,Pol3,1982,31
Algeria,Pol3,1981,31
Algeria,DTP3,2019,91
Algeria,DTP3,2018,91
Algeria,DTP3,2017,91
Algeria,DTP3,2016,91
Algeria,DTP3,2015,95
Algeria,DTP3,2014,95
Algeria,DTP3,2013,95
Algeria,DTP3,2012,95
Algeria,DTP3,2011,95
Algeria,DTP3,2010,95
Algeria,DTP3,2009,95
Algeria,DTP3,2008,93
Algeria,DTP3,2007,95
Algeria,DTP3,2006,95
Algeria,DTP3,2005,88
Algeria,DTP3,2004,86
Algeria,DTP3,2003,87
Algeria,DTP3,2002,86
Algeria,DTP3,2001,89
Algeria,DTP3,2000,86
Algeria,DTP3,1999,83
Algeria,DTP3,1998,85
Algeria,DTP3,1997,89
Algeria,DTP3,1996,88
Algeria,DTP3,1995,88
Algeria,DTP3,1994,87
Algeria,DTP3,1993,88
Algeria,DTP3,1992,88
Algeria,DTP3,1991,89
Algeria,DTP3,1990,89
Algeria,DTP3,1989,87
Algeria,DTP3,1988,85
Algeria,DTP3,1987,79
Algeria,DTP3,1986,73
Algeria,DTP3,1985,69
Algeria,MCV2,2019,77
Algeria,MCV2,2018,77
Algeria,MCV2,2017,92
Algeria,MCV2,2016,96
Algeria,MCV2,2015,99
Algeria,MCV2,2014,99
Algeria,MCV2,2013,93
Algeria,MCV2,2012,95
Algeria,MCV2,2011,96
Algeria,MCV2,2010,95
Algeria,MCV2,2009,98
Algeria,MCV2,2008,96
Algeria,MCV2,2007,95
Algeria,MCV2,2006,98
Algeria,MCV2,2005,94
Algeria,MCV2,2004,94
Algeria,MCV2,2003,96
Algeria,MCV2,2002,93
Algeria,MCV2,2001,73
Algeria,MCV2,2000,78
Algeria,Hib3,2019,91
Algeria,Hib3,2018,91
Algeria,Hib3,2017,91
Algeria,Hib3,2016,91
Algeria,Hib3,2015,95
Algeria,Hib3,2014,95
Algeria,Hib3,2013,95
Algeria,Hib3,2012,95
Algeria,Hib3,2011,95
Algeria,Hib3,2010,95
Algeria,Hib3,2009,95
Algeria,Hib3,2008,93
Algeria,PAB,2019,98
Algeria,PAB,2018,98
Algeria,PAB,2017,98
Algeria,PAB,2016,92
Algeria,PAB,2015,92
Algeria,PAB,2014,92
Algeria,PAB,2013,90
Algeria,PAB,2012,90
Algeria,PAB,2011,90
Algeria,PAB,2010,90
Algeria,PAB,2009,71
Algeria,PAB,2008,71
Algeria,PAB,2007,70
Algeria,PAB,2006,70
Algeria,PAB,2005,69
Algeria,PAB,2004,69
Algeria,PAB,2003,66
Algeria,PAB,2002,66
Algeria,PAB,2001,65
Algeria,PAB,2000,64
Algeria,PAB,1999,62
Algeria,PAB,1998,60
Algeria,PAB,1997,58
Algeria,PAB,1996,45
Algeria,PAB,1995,44
Algeria,PAB,1994,42
Algeria,PAB,1993,40
Algeria,PAB,1992,28
Algeria,PAB,1991,18
Algeria,PAB,1990,75
Algeria,PAB,1989,3
Algeria,HepB3,2019,91
Algeria,HepB3,2018,91
Algeria,HepB3,2017,91
Algeria,HepB3,2016,91
Algeria,HepB3,2015,95
Algeria,HepB3,2014,95
Algeria,HepB3,2013,95
Algeria,HepB3,2012,95
Algeria,HepB3,2011,95
Algeria,HepB3,2010,95
Algeria,HepB3,2009,94
Algeria,HepB3,2008,91
Algeria,HepB3,2007,90
Algeria,HepB3,2006,80
Algeria,HepB3,2005,83
Algeria,HepB3,2004,81
Algeria,PCV3,2019,91
Algeria,PCV3,2018,91
Algeria,PCV3,2017,89
Algeria,PCV3,2016,61
Angola,BCG,2019,69
Angola,BCG,2018,72
Angola,BCG,2017,69
Angola,BCG,2016,40
Angola,BCG,2015,64
Angola,BCG,2014,72
Angola,BCG,2013,71
Angola,BCG,2012,73
Angola,BCG,2011,74
Angola,BCG,2010,79
Angola,BCG,2009,70
Angola,BCG,2008,73
Angola,BCG,2007,75
Angola,BCG,2006,54
Angola,BCG,2005,51
Angola,BCG,2004,63
Angola,BCG,2003,54
Angola,BCG,2002,76
Angola,BCG,2001,70
Angola,BCG,2000,53
Angola,BCG,1999,49
Angola,BCG,1998,60
Angola,BCG,1997,70
Angola,BCG,1996,65
Angola,BCG,1995,60
Angola,BCG,1994,48
Angola,BCG,1993,53
Angola,BCG,1992,47
Angola,BCG,1991,53
Angola,BCG,1990,48
Angola,BCG,1989,47
Angola,BCG,1988,32
Angola,BCG,1987,29
Angola,BCG,1986,32
Angola,BCG,1985,28
Angola,BCG,1984,28
Angola,BCG,1983,25
Angola,MCV1,2019,51
Angola,MCV1,2018,50
Angola,MCV1,2017,42
Angola,MCV1,2016,45
Angola,MCV1,2015,51
Angola,MCV1,2014,56
Angola,MCV1,2013,59
Angola,MCV1,2012,65
Angola,MCV1,2011,57
Angola,MCV1,2010,62
Angola,MCV1,2009,46
Angola,MCV1,2008,48
Angola,MCV1,2007,58
Angola,MCV1,2006,21
Angola,MCV1,2005,21
Angola,MCV1,2004,43
Angola,MCV1,2003,44
Angola,MCV1,2002,59
Angola,MCV1,2001,60
Angola,MCV1,2000,32
Angola,MCV1,1999,40
Angola,MCV1,1998,59
Angola,MCV1,1997,78
Angola,MCV1,1996,62
Angola,MCV1,1995,46
Angola,MCV1,1994,44
Angola,MCV1,1993,47
Angola,MCV1,1992,39
Angola,MCV1,1991,39
Angola,MCV1,1990,38
Angola,MCV1,1989,48
Angola,MCV1,1988,56
Angola,MCV1,1987,55
Angola,MCV1,1986,44
Angola,MCV1,1985,44
Angola,MCV1,1984,35
Angola,MCV1,1983,26
Angola,Pol3,2019,51
Angola,Pol3,2018,56
Angola,Pol3,2017,47
Angola,Pol3,2016,53
Angola,Pol3,2015,57
Angola,Pol3,2014,55
Angola,Pol3,2013,48
Angola,Pol3,2012,54
Angola,Pol3,2011,50
Angola,Pol3,2010,56
Angola,Pol3,2009,36
Angola,Pol3,2008,36
Angola,Pol3,2007,43
Angola,Pol3,2006,8
Angola,Pol3,2005,14
Angola,Pol3,2004,18
Angola,Pol3,2003,21
Angola,Pol3,2002,22
Angola,Pol3,2001,28
Angola,Pol3,2000,21
Angola,Pol3,1999,32
Angola,Pol3,1998,43
Angola,Pol3,1997,38
Angola,Pol3,1996,33
Angola,Pol3,1995,28
Angola,Pol3,1994,28
Angola,Pol3,1993,28
Angola,Pol3,1992,21
Angola,Pol3,1991,26
Angola,Pol3,1990,23
Angola,Pol3,1989,19
Angola,Pol3,1988,13
Angola,Pol3,1987,16
Angola,Pol3,1986,15
Angola,Pol3,1985,13
Angola,DTP3,2019,57
Angola,DTP3,2018,63
Angola,DTP3,2017,56
Angola,DTP3,2016,59
Angola,DTP3,2015,59
Angola,DTP3,2014,55
Angola,DTP3,2013,54
Angola,DTP3,2012,53
Angola,DTP3,2011,52
Angola,DTP3,2010,51
Angola,DTP3,2009,50
Angola,DTP3,2008,49
Angola,DTP3,2007,48
Angola,DTP3,2006,44
Angola,DTP3,2005,47
Angola,DTP3,2004,47
Angola,DTP3,2003,46
Angola,DTP3,2002,47
Angola,DTP3,2001,42
Angola,DTP3,2000,31
Angola,DTP3,1999,21
Angola,DTP3,1998,47
Angola,DTP3,1997,41
Angola,DTP3,1996,28
Angola,DTP3,1995,24
Angola,DTP3,1994,27
Angola,DTP3,1993,30
Angola,DTP3,1992,21
Angola,DTP3,1991,26
Angola,DTP3,1990,24
Angola,DTP3,1989,18
Angola,DTP3,1988,12
Angola,DTP3,1987,10
Angola,DTP3,1986,10
Angola,DTP3,1985,8
Angola,DTP3,1984,8
Angola,DTP3,1983,6
Angola,MCV2,2019,45
Angola,MCV2,2018,35
Angola,MCV2,2017,30
Angola,MCV2,2016,26
Angola,MCV2,2015,26
Angola,RotaC,2019,58
Angola,RotaC,2018,48
Angola,RotaC,2017,43
Angola,RotaC,2016,44
Angola,RotaC,2015,40
Angola,RotaC,2014,18
Angola,Hib3,2019,53
Angola,Hib3,2018,59
Angola,Hib3,2017,52
Angola,Hib3,2016,55
Angola,Hib3,2015,55
Angola,Hib3,2014,55
Angola,Hib3,2013,54
Angola,Hib3,2012,52
Angola,Hib3,2011,50
Angola,Hib3,2010,49
Angola,Hib3,2009,47
Angola,Hib3,2008,45
Angola,Hib3,2007,43
Angola,PAB,2019,70
Angola,PAB,2018,78
Angola,PAB,2017,78
Angola,PAB,2016,78
Angola,PAB,2015,78
Angola,PAB,2014,78
Angola,PAB,2013,75
Angola,PAB,2012,72
Angola,PAB,2011,70
Angola,PAB,2010,75
Angola,PAB,2009,88
Angola,PAB,2008,79
Angola,PAB,2007,78
Angola,PAB,2006,77
Angola,PAB,2005,75
Angola,PAB,2004,73
Angola,PAB,2003,71
Angola,PAB,2002,68
Angola,PAB,2001,64
Angola,PAB,2000,60
Angola,PAB,1999,56
Angola,PAB,1998,52
Angola,PAB,1997,51
Angola,PAB,1996,49
Angola,PAB,1995,48
Angola,PAB,1994,46
Angola,PAB,1993,44
Angola,PAB,1992,41
Angola,PAB,1991,37
Angola,PAB,1990,34
Angola,PAB,1989,32
Angola,PAB,1988,31
Angola,PAB,1987,27
Angola,PAB,1986,25
Angola,PAB,1985,19
Angola,PAB,1984,13
Angola,PAB,1983,8
Angola,HepB3,2019,53
Angola,HepB3,2018,59
Angola,HepB3,2017,52
Angola,HepB3,2016,55
Angola,HepB3,2015,55
Angola,HepB3,2014,55
Angola,HepB3,2013,54
Angola,HepB3,2012,52
Angola,HepB3,2011,50
Angola,HepB3,2010,49
Angola,HepB3,2009,47
Angola,HepB3,2008,45
Angola,HepB3,2007,43
Angola,PCV3,2019,53
Angola,PCV3,2018,59
Angola,PCV3,2017,52
Angola,PCV3,2016,55
